product_name,url,indications,char_count,flag
VERBASCUM THAPSUS,https://sblglobal.com/product/verbascum-thapsus-2747,"Neuralgic Facial Pain:
• Verbascum helps in periodic neuralgia of the zygoma, temporomandibular joint, and ear, mostly on the left side.
• Assists in cases where pain feels crushing, as if the parts were gripped with tongs.
• Pain is aggravated by talking, sneezing, temperature changes, and even pressing teeth together.
• Manages neuralgic pain that comes in flashes, recurring at the same hour each morning and afternoon.
• Often accompanied by watery eyes (lachrymation) and nasal catarrh (coryza).
Ear Discomfort and Hearing Issues:
• Helps in earache (otalgia) with a sensation of fullness or obstruction.
• Deafness and dryness of the auditory canal.
• Supports when there is a dry, scaly condition of the ear meatus.
Respiratory Irritation and Cough:
• Verbascum helps in relieving hoarseness, especially when the voice becomes deep, harsh, and trumpet-like (""basso profundo"").
• Dry, rough coughs, particularly when worse at night or during sleep.
• Aids in easing soreness of the pharynx.
• Supports patients suffering from bronchial irritation.
Urinary Troubles:
• It aids in treating involuntary dribbling of urine and bedwetting (enuresis).
• Burning urination, especially when aggravated by bladder pressure.
• Supports the urinary system in cases of chronic irritation or weak bladder control.
Bowel and Rectal Issues:
• Verbascum manages frequent bowel movements with twisting abdominal pain, especially around the navel.
• Helps in managing obstructed, hardened stools and inflamed hemorrhoids.
• Aids in easing painful, swollen piles and related rectal discomfort.
Abdominal and Anal Contraction:
• Verbascum helps in relieving deep lower abdominal pain with contraction of the anal sphincter.
Muscular and Joint Discomfort:
• Supportive in cramp-like pains in the soles, especially affecting the right foot and knee.
• Helps in numbness in the thumb and neuralgic pain in the left ankle.
• Stiffness, soreness, and heaviness in the lower limbs, especially the joints.
VERBASCUM THAPSUS - DL
Verbascum thapsus",2027,
VERBENA OFFICINALIS,https://sblglobal.com/product/verbena-officinalis-2748,"Overwork and Mental Hyperactivity:
• Verbena helps in calming individuals who are constantly on the move, mentally and physically.
• For people whose minds race ahead, always planning and worrying about what needs to be done next.
• Exhaustion caused by multitasking or taking on too many responsibilities at once.
Emotional Tension and Anxiety:
• Supports in extreme anxiety and inner tension that makes it hard for the mind and body to settle.
• Helps those who cannot relax, often due to their own mental drive and ambition.
• Manages nervous agitation and the feeling of being overwhelmed, despite high performance.
Sleep Disturbances:
• Verbena supports restful sleep by addressing mental restlessness and tenseness that interferes with relaxation.
• Helps individuals who suffer from insomnia due to a constantly active mind or emotional over-involvement.
Perfectionism and Idealism:
• Helps those with perfectionist tendencies, who place high expectations on themselves and others.
• Supportive for people who are conscientious, driven by ideals, and often frustrated by imperfections.
• Sensitivity to injustice, helping individuals find balance between idealism and inner peace.
VERBENA OFFICINALIS - DL
Verbena officinalis",1232,
VERNONIA ANTHELMINTICA,https://sblglobal.com/product/vernonia-anthelmintica-2749,"Anti-Helminthic Action
Highly supportive in managing thread-worm infections, eliminating worms and alleviating associated symptoms.
Helps in worm-related troubles, improving overall digestive and intestinal health.
Nocturnal Enuresis
Assists in addressing nocturnal enuresis (bedwetting), especially in children, as a result of worm infestations.
Teeth Grinding
Supportive for grinding of teeth at night, a common symptom associated with worm infestations, particularly in children.
VERNONIA ANTHELMINTICA - DL
Vernonia anthelmintica",533,
VESPA CRABRO,https://sblglobal.com/product/vespa-crabro-2750,"Dizziness & Numbness:
• Helps relieve dizziness that improves when lying on the back.
• Aids in managing fainting spells, numbness, and temporary blindness.
• Nausea and vomiting followed by creeping chills rising from the feet.
Swelling & Inflammation:
• Manages facial swelling and pain with erysipelatous inflammation.
• Vespa helps in managing swollen eyelids and chemosis (swelling) of the conjunctiva.
• Burning and swelling sensations in the mouth and throat.
Skin Irritations:
• Addresses intense itching, erythema, and burning sensations.
• Helps in wheals, macules, and swellings with stinging and soreness.
• Aids in managing boils and erythema multiforme, symptoms often relieved by vinegar application.
• Perspiration-associated itching, especially on pressure-exposed parts.
Menstrual and Ovarian Disturbances:
• Manages menstruation preceded by depression, pelvic pressure, and constipation.
• Especially beneficial in complaints affecting the left ovary, with burning, frequent urination, and sacral pain radiating upward.
• Erosion around the external os and related discomfort.
Urinary Discomfort:
• Aids in burning sensation during urination.
• Supports in reducing itching in the urinary tract, especially in females.
Glandular & Muscular Complaints:
• Swelling of axillary glands with upper arm soreness.
• Aids in soothing cramping bowel pain, particularly when accompanied by systemic symptoms.
VESPA CRABRO - DL
Vespa crabro",1448,
VIBURNUM OPULUS,https://sblglobal.com/product/viburnum-opulus-2751,"Head & Mental Complaints:
• Viburnum helps in relieving irritability and emotional sensitivity.
• Vertigo, especially with a sensation of falling forward.
• Supports in easing temporal headaches and sore eyeballs.
Stomach Complaints:
• Aids in relieving constant nausea, especially when improved by eating.
• Helps in managing poor appetite associated with cramp like pain in stomach.
• Supports digestive comfort during menstrual cycles.
Abdominal Complaints:
• Viburnum opulus manages sudden colicky, darting or flying in the lower abdomen.
• Aids in relieving tenderness and pain around the umbilical region.
• Helps reduce discomfort from pelvic congestion.
Female Reproductive Health:
• Viburnum aids in preventing habitual and early miscarriages, supporting fertility.
• Spasmodic and membranous dysmenorrhœa with cramps radiating down the thighs.
• Delayed, scanty, and offensive menstruation with bearing-down pain and faintness.
Cough & Heart Complaint:
•
Viburnum
helps in relieving hoarseness, suffocative spells at night, and dry coughs during early pregnancy, especially when worse at night or lying down.
• Chest oppression, tightness, and shooting pain over the left sixth rib, along with dyspnea caused by muscular weakness.
• Assists in clutching and cramping heart pain aggravated by exertion, aids in managing palpitations with breathlessness, and supports improved heart action in weakened states.
Urinary Complaints:
• Supports urinary function by managing frequent urging and pale, copious urination.
• Helps in managing stress incontinence, especially when coughing or walking.
• Aids in relieving urinary discomfort linked to pelvic pressure.
Rectal Complaints:
• Hard, large stools accompanied by cutting pain in the rectum.
• Aids in soothing soreness of the anus.
Extremities & Back:
• Helps in relieving sacral backache with a sensation of breaking.
• Supports in reducing stiffness and soreness in the nape of the neck.
• Aids in managing heaviness and weakness in the lower limbs.
VIBURNUM OPULUS - DL
Viburnum opulus",2047,
VIBURNUM PRUNIFOLIUM,https://sblglobal.com/product/viburnum-prunifolium-2752,"Pregnancy Support & Uterine Health:
• Viburnum prunifolium aids in reducing miscarriage at any stage of pregnancy, especially in women with a history of dysmenorrhoea.
• Helps in managing cramps in muscles and uterine contractions during pregnancy, especially early labor.
• Supports smooth labor, controls after-pains, postpartum hemorrhage, and hence, normal uterine involution.
Menstrual & Reproductive Complaints:
• Aids in relieving spasmodic dysmenorrhoea and uterine colic, especially with palpitations and severe pain.
• Manages leucorrhoea, nervous hysteria, and abortion-related emotional distress.
• Supports women with habitual miscarriage tendencies and those prone to threatened abortions.
Neurological & Spasmodic Conditions:
• Viburnum prunifolium helps in managing convulsions and tetanic spasms, particularly those involving rigidity and muscle contractions.
• Assists cramping in the lower limbs and tendons during pregnancy.
• Aids in calming great nervous excitement.
Mouth & Oral Complaints:
• Helps in aphthae (mouth ulcers) and inflammatory conditions of the oral mucosa.
• Aids in external treatment of cancer of the tongue.
• Supports oral tissue healing and relieves pain in malignant lesions.
Gastrointestinal & Miscellaneous Complaints:
• Viburnum prunifolium aids in controlling hiccough and nausea during pregnancy.
• General discomfort and muscular strain from uterine or abdominal cramping.
Sensory & Nervous System Effects:
• May assist in cases with associated temporary loss of vision or hearing due to extreme nervous excitation.
VIBURNUM PRUNIFOLIUM - DL
Viburnum prunifolium",1613,
VINCA MAJOR,https://sblglobal.com/product/vinca-major-2753,"Circulatory Disorders
Vinca major helps in chronic venous congestion and varicose veins with heaviness and swelling of lower limbs.
Supports arterial and capillary weakness with tendency to bruising and slow circulation.
Helpful in chronic headaches of vascular origin, especially occipital and frontal headaches.
Nervous System & Mental Symptoms
Acts on nervous exhaustion, irritability, and fatigue.
Helpful in vertigo, dizziness, and sensation of fainting in vascular weakness.
Supports mental dullness and headache associated with poor circulation.
Glandular & Organ Affections
Aids in enlargement of lymphatic glands and chronic glandular swelling.
Helpful in cases of sluggish lymphatic drainage and general debility.
Supports slow convalescence after illnesses with vascular or glandular involvement.
Generalities & Constitutional States
Vinca major aids in emaciation, weakness, and poor stamina linked to circulatory or glandular debility.
Helps improve vitality and general reaction in chronic vascular weakness.
Helpful in fatigue and exhaustion following prolonged illness or poor nutrition.
VINCA MAJOR - DL
Vinca major",1132,
VINCA MINOR,https://sblglobal.com/product/vinca-minor-2754,"Skin & Scalp Conditions:
• Vinca minor helps in managing eczema of the scalp and face, with pustules, burning, and a foul odor.
• Especially indicated for
plica polonica
moist spots on the scalp with matting of hair.
• Helps in corrosive itching and red, sore skin from even slight friction.
• Bald spots and seborrheic conditions affecting the base of nose and upper lip.
Head, Nose & Throat Complaints:
• Alleviates tearing pains in the vertex and sensations of whirling vertigo with flickering vision.
• Addresses ringing and whistling in the ears.
• Manages nasal issues such as red-tipped nose, moist eruptions on the septum, nostril blockage, and nasal ulcers.
• Throat ulcers and difficulty swallowing; beneficial in diphtheritic conditions with frequent hawking.
Female Reproductive Health:
• Helpful in excessive or passive uterine hemorrhages, particularly in cases of fibroids.
• Supportive during menorrhagia with persistent flow and great weakness, especially at the climacteric (menopausal transition).",1016,
VINCETOXICUM OFFICINALIS,https://sblglobal.com/product/vincetoxicum-officinalis-2755,"Nervous System & Mental Symptoms
Vincetoxicum officinalis supports in general nervous debility with fatigue, tremors, and weakness.
Supports mental exhaustion, irritability, and inability to concentrate.
Helpful in states of apathy or mental dullness following illness or chronic weakness.
Muscular & Locomotor Affections
Acts on muscles producing weakness, trembling, and tendency to cramps.
Helps restore muscular tone in debility or chronic catarrhal conditions.
Supports cases of lethargy and slow reaction in both adults and children.
Digestive & Gastrointestinal Disorders
Helpful in dyspepsia, flatulence, and poor assimilation of food.
Supports chronic digestive weakness with loss of appetite and sluggish bowels.
Aids in nausea or occasional vomiting associated with general debility.
Generalities & Constitutional States
Aids in chronic fatigue, emaciation, and low vitality.
Vincetoxicum officinalis helps restore strength and stamina in convalescence after prolonged illness.
Helpful in patients prone to weakness, nervous irritability, and digestive disturbances.
VINCETOXICUM OFFICINALIS - DL
Vincetoxicum officinalis",1132,
VIOLA ODORATA,https://sblglobal.com/product/viola-odorata-2756,"Ear & Sensory Complaints:
• Viola odorata is beneficial for shooting pains in the ears, roaring sensations, and aversion to music.
• Helps in cases of otorrhœa and deafness, especially when accompanied by eye pain.
• Supports auditory nerve health and relieves deep stitches around and beneath the ears.
Head, Eyes & Nervous System:
• Alleviates frontal headaches, especially above the eyebrows, with throbbing and a tense scalp sensation.
• Helps in vertigo and heaviness in the head, with weakness in the nape of the neck.
• Viola odorata treats visual disturbances, including fiery illusions and myopia; choroiditis and hysterical symptoms in tuberculous patients.
Respiratory & Chest Conditions:
• Dry, spasmodic coughs and breathing difficulties, particularly in cases of pertussis and during pregnancy.
• Helps relieve chest oppression, anxiety, and palpitation linked to hysteria.
• Torpor or lethargic sensations in the nasal region, especially at the nose's tip.
Musculoskeletal & Rheumatism:
• Supportive for rheumatism in the upper part of the body, especially on the right side, such as in the deltoid and carpal/metacarpal joints.
• Aids in trembling of limbs and pain in specific joints.
Urinary Complaints:
• Helps in managing enuresis (bedwetting) in nervous children.
• Manages strong-smelling, milky urine and related urinary issues.
VIOLA ODORATA - DL
Viola odorata",1384,
VIOLA TRICOLOR,https://sblglobal.com/product/viola-tricolor-2757,"Skin & Childhood Eruptions:
• Highly supportive in managing eczema in children, particularly when the eruptions are on the face and scalp.
• Viola tricolor is
helpful in cases of eczema impetiginoides—thick, crack scabs with yellow pus and intense itching, worse at night.
• Manages impetigo and sycotic skin conditions marked by intolerable itching and burning.
Urinary & Reproductive Issues:
• Helps relieve symptoms of involuntary seminal emissions, especially when accompanied by vivid dreams or during stool.
• Supports conditions involving swelling of the prepuce, burning and itching in the glans.
• Addresses urine with copious discharge and a strong, unpleasant, cat-like odor.
Head, Face & Throat Complaints:
• Helps with heavy, pressing-outward headaches and scalp eczema with swollen glands.
• Facial heat and perspiration after meals.
• Aids in managing phlegm in the throat that leads to frequent hawking, especially worse in open air, and difficulty swallowing.
VIOLA TRICOLOR - DL
Viola tricolor",1011,
VIPERA TORVA,https://sblglobal.com/product/vipera-torva-2758,"Circulatory & Venous Conditions
Aids in
inflammation of veins
with marked swelling, pain, and a bursting sensation.
Supports cases of
varicose veins
,
phlebitis
, and
cardiac dropsy
with unbearable pain on letting limbs hang down.
Beneficial for
edema of glottis
and
hematuria
due to kidney involvement or systemic vascular issues.
Neurological Complaints
Vipera torva
helps in
polyneuritis
and
polio-myelitis
, especially with progressive limb weakness.
Supportive in cases with lower extremity
paraplegia
extending upward, accompanied by weakness and sensory disturbances.
Hepatic & Abdominal Symptoms
Helps relieve
violent pain in an enlarged liver
with accompanying
jaundice
,
fever
, and radiation of pain to the shoulder and hip.
Supportive in
liver-related circulatory congestion
and swelling of adjacent lymphatic structures.
Menopausal & Hormonal Support
Helpful in
menopausal complaints
associated with vascular and circulatory imbalance.
Alleviates symptoms such as venous congestion, swelling, and limb heaviness often observed during the menopausal transition.
Head, Face & Sensory Symptoms
Helpful in cases of
excessive facial swelling
with
lividity
,
protruding lips and tongue
, and
difficulty in speech
.
Tongue may appear
dry
,
brown
, or even
black
, with severe dehydration signs.
Extremities & Musculoskeletal Discomfort
The patient may feel compelled to
keep limbs elevated
; letting them hang causes unbearable
bursting pain
.
Helps in
acute phlebitis
,
varicose veins
, and
severe cramps
in the legs.
Aids in relieving
edema
, especially when coupled with venous stasis.
Skin & Lymphatic Afflictions
Supports in
lymphangioma
,
boils
,
carbuncles
, and skin conditions with
bursting pain
and
peeling in large plates
.
Skin often appears
livid
or discolored, reflecting underlying vascular stasis.
VIPERA TORVA - DL
Vipera torva",1850,
VISCUM ALBUM,https://sblglobal.com/product/viscum-album-2759,"Neurological Complaints & Seizure Disorders
Viscum album
aids in conditions resembling petit mal seizures and aura symptoms.
Supportive in epilepsy, chorea, and general muscle tremors with fibrillary sensations.
Helps relieve persistent vertigo, double vision, and buzzing or stopped-up sensation in the ears.
Rheumatic & Gouty Conditions
Assists for tearing, shooting pains in joints especially alternating between knees, ankles, shoulders, and elbows.
Supports musculoskeletal conditions linked to gout or rheumatism, including sciatica and painful stiffness.
Helpful in rheumatic deafness and joint inflammation with chronic neuralgia.
Cardiovascular Health
Aids in lowering blood pressure and supporting heart function in valvular diseases.
Helps in cases of palpitations during coitus and feelings of heart constriction or oppression.
Supportive in hypertensive albuminuria and symptoms of failing cardiac compensation (e.g., dyspnea when lying on the left side).
Female Reproductive Health
Helpful in chronic uterine conditions, including endometritis and metrorrhagia along with menopausal and climacteric complaints.
Supports retained placenta cases and left-sided ovarian pain with downward radiating sensations.
Manages pain from sacrum into the pelvis, often worse at night.
Respiratory Issues
Supports relief in dyspnea with suffocative sensation, especially when lying on the left side.
Asthma associated with rheumatism or gout.
Helps with spasmodic coughing and stertorous breathing.
Head & Sensory Symptoms
Aids in sensations like the skull being lifted up or pressure in the cranial vault.
Supportive in blue rings around eyes and facial muscle agitation.
Helps in buzzing ears, cold-induced deafness, and double vision.
Extremities & Skin Sensations
Viscum
album
helps in periodic tearing pains in thighs, upper limbs, and lower extremities.
Alleviates general muscle tremors and feelings of internal heat rising from feet to head.
Helps manage skin sensations like crawling (formication), itching, and compressing pain in the feet.
Manages edema of the extremities (dropsy).",2093,
WIESBADEN,https://sblglobal.com/product/wiesbaden-2760,"Hair Growth
It aids in supporting hair growth and strengthening hair follicles.
It supports regrowth that is darker and softer.
It aids in scalp conditions such as large boils, desquamation, dandruff and itching resembling vermin infestation.
Eye Complaints
Alleviates Glaucoma symptoms including glistening without clarity, copious and tenacious secretions, and deep eye pain or pressure.
Otitis Media
Manages Otitis media with symptoms of copious, soft, and slimy ear wax, along with itching and a sensation of tickling or sticking in the ear canal.
Anxiety & Irritability
Addresses irritability, depression and aids in improving thinking capabilities. Helps in anxiety that disturbs sleep, causes uneasiness.
Oral Health
Helps in symptoms such as excessive tooth length, pain hindering eating, sore, blistered gums, and dry mouth upon waking.
Gastric Complaints
Aids in Gastritis discomfort, including nausea, vomiting, and feelings of fullness or swelling in the stomach area.
Wiesbaden also addresses abdominal pain and colic due to hernia complaints- femoral and inguinal.
Bladder Symptoms
Aids in symptoms like frequent urination, especially at night or post-lithotomy, painful urination with urethral burning, and urgency.
Skin Disorders
Helpful for Eczema characterized by itching eruptions on the head, ears, face, and body, leading to thick scabs and rough skin.
It also manages conditions like pimples, boils, painful abscesses and moist tetter.
Menstrual Complaints
Helps in regulating menstrual cycles associated with irregular periods and alleviate discomfort such as cramping, trembling and faintness.
Manage symptoms of menopause- such as bleeding returns and tendency of miscarriages.",1702,
WITHANIA S.(ASHWAGANDHA),https://sblglobal.com/product/withania-s-ashwagandha-2761,"Stress and Anxiety
It helps with feelings of stress, anxiety, and when you're feeling mentally exhausted.
Fatigue
It is supportive when you're feeling tired and lacking energy.
Sleep Problems
Helps with difficulty in sleeping or having restless nights.
Memory and Focus
Supports better memory and concentration.
Immune System
Helps strengthen the body's defenses against illnesses.
Muscle Weakness
Assists with muscle weakness and fatigue.
Women's Health
Addresses menstrual issues and excessive vaginal discharge.
Men's Sterility
Supports reproductive health and fertility. Aids in impotency and sexual weakness.
Overall Wellbeing
Supports better physical and mental health.",675,
WYETHIA HELENIOIDES,https://sblglobal.com/product/wyethia-helenioides-2762,"•
Throat and Vocal Strain
Helpful for
follicular pharyngitis
,
chronic dryness
, and
burning
in the
epiglottis
and
posterior nares
, especially in singers and public speakers.
Manages
constant throat clearing
, the
desire to swallow saliva
, and the sensation of an
elongated uvula
.
•
Hay Fever and Allergic Conditions
Itching and dryness of nasal passages
, with
dry, hacking cough
from throat irritation.
Aids in
dry asthma
and
burning sensation
in the
bronchial tubes
during allergic flare-ups.
•
Head and Mouth Complaints
Helps in
nervousness
,
dizziness
,
depression
, and
sharp pain in the forehead
with rush of blood to the head.
Assists in scalded feeling in the mouth
,
itching of the palate
, and
burning heat down the esophagus
.
•
Gastrointestinal Support
Alleviates
gastric heaviness
,
belching alternating with hiccough
, and
right-sided abdominal pain
.
Manages
nausea and vomiting
linked to digestive disturbances.
•
Hemorrhoids and Bowel Issues
Non-bleeding hemorrhoids
with
constipation
, and
itching of the anus
.
Also helps with
loose, dark stools
, especially
occurring at night
.
•
Female Reproductive Health
Manages
pain in the left ovary
that radiates to the
knee
and
uterine pain
with defined sensation of its outline.
Helpful in
pelvic discomfort
associated with reproductive organs.
•
Musculoskeletal & Spine
Supports
back pain
radiating to the
end of the spine
and
general body aches
.
Right-sided arm pain
, including
wrist stiffness
and
hand discomfort
.
•
Fever
Distinct
chill at 11 a.m.
with
thirst for ice water during chill
, but
no thirst during heat
.
Followed by
profuse night sweats
and
intense headache
during the sweating stage.
WYETHIA HELENIOIDES - DL
Wyethia helenoides",1713,
X RAYS,https://sblglobal.com/product/x-rays-2763,"Mental Disturbances
Helps relieve suppressed vitality, bringing deep-seated, latent symptoms to the surface especially those from sycotic or mixed miasmatic origins.
Aids in cellular metabolism, enhancing both physical and mental reactivity in cases of prolonged weakness or system fatigue.
Head, Neck & Sensory Symptoms
Manages dull, sticking pains in the head, face, and upper jaw with stiffness and sudden cricks in the neck or pain behind the ears.
Helps in ringing in the head, fullness in the ears, and neck muscle soreness when lifting the head.
Mouth, Throat & Digestive Complaints
Helps in dryness, roughness, and soreness of the tongue with painful swallowing and nausea.
Supports in raw throat conditions with difficulty eating and associated gastric discomfort.
Reproductive Health (Male & Female)
Addresses sexual debility, sterility, and gland atrophy especially after radiation or suppressed infections like gonorrhea.
Manages symptoms like loss of libido, lewd dreams, and pelvic glandular weakness in both sexes.
Extremities & General Weakness
Aids in managing rheumatic, aching pains and general tiredness or sick feeling affecting limbs and joints.
Helps in improving rough, scaly skin of the hands and alleviates postural discomfort and stiffness.
Skin & Radiation-Induced Conditions
Assists in dry, itchy eczema, psoriasis, warty growths, and painful cracks; especially where skin resists healing.
Helps in thickened nails, erythema around nail beds, and skin degeneration post X-ray exposure, sometimes linked to precancerous changes.
Blood, Bone Marrow & Lymphatic System
Supports from radiation damage affecting blood, bone marrow, and lymph nodes; helpful in anæmia and leukæmia tendencies.
X RAYS - DL
X-rays",1734,
XANTHOXYLUM FRAXINEUM,https://sblglobal.com/product/xanthoxylum-fraxineum-2764,"Nervous System & Circulation:
Xanthoxylum fraxineum is especially helpful in cases of paralysis, particularly hemiplegia or numbness (especially on the left side), often following spinal disorders.
It supports individuals suffering from neurasthenia and sluggish capillary circulation, aiding those with poor assimilation and insomnia.
It is helpful for nervous and frightened individuals, suffering from mental depression, headache, and dizziness.
Neuralgic pain is a hallmark symptom, with neuralgia of the lower jaw, back, and limbs (particularly the left arm or leg).
Headache & Neuralgia:
Helps manage occipital headaches, a feeling of fullness or pressure in the head, and throbbing pain over the eyes and nose.
The medicine can assist in sick headaches with dizziness and flatulence.
For facial symptoms, dryness of the mouth, and pharyngitis are commonly addressed, alongside neuralgia of the jaw.
Gastrointestinal System:
It is beneficial for treating griping and diarrhea, particularly with dysentery accompanied by tenesmus, tympanites, and inodorous discharges.
Female Health:
Painful menses that arrive too early and are thick, almost black, with ovarian neuralgia and neuralgic dysmenorrhea. It also relieves associated pain in the loins, lower abdomen, and legs.
Leucorrhea at the time of menses, after-pains (especially post-birth), and neurasthenia in emaciated individuals with insomnia and headaches are also key indications.
Respiratory System:
Aphonia, dry cough, and oppression of the chest can be alleviated, especially if symptoms are persistent day and night.
It also helps with a constant desire to take a deep breath.
Extremities:
It can assist in managing paralysis of the left side of the body, hemiplegia, and numbness of the limbs.
Sciatica, pain in the nape, and anterior crural neuralgia, particularly in hot weather.
Neuralgic shooting pain throughout the limbs is another key indication.
Sleep Disturbances:
Individuals who experience unrefreshing sleep, sleeplessness, or dreams of flying may benefit from this medicine.
It is also helpful for neurasthenic individuals with restless sleep.
XANTHOXYLUM FRAXINEUM - DL
Xanthoxylum fraxineum",2174,
XEROPHYLLUM,https://sblglobal.com/product/xerophyllum-2765,"Common Names:
Tamalpais Lily, Basket Grass Flower
Mental Dullness & Cognitive Sluggishness
Aids in cases of dullness, forgetfulness, and inability to focus particularly helpful for those struggling with study or memory recall.
Supportive in confused states with miswriting or misspelling common words; helps when names are forgotten or writing becomes reversed.
Headaches & Nasal Congestion
Helps relieve congestive, pulsating headaches with fullness and pressure at the forehead and root of the nose.
Acute nasal catarrh with a stuffed feeling, especially with tightness across the nasal bridge and morning puffiness of the face.
Digestive & Abdominal Complaints
Aids in indigestion with sour eructations, heaviness, and offensive burping after meals; vomiting typically appears around mid-afternoon.
Helps manage intestinal flatulence with morning rumbling and an urge to pass stool; relieves distension and discomfort.
Constipation & Rectal Discomfort
Supportive in constipation with hard, lumpy stools or soft stools passed with great effort; helps with straining and excess gas.
Helps in cases with bearing-down pain in the rectum, accompanied by excessive flatus and incomplete evacuation.
Urinary Disturbances
Aids in difficulty retaining urine and dribbling while walking; especially helpful in nocturnal frequency.
Female Reproductive Health
Helps relieve bearing-down sensations with inflamed vulva and intense itching; useful for increased sexual desire with uterine and ovarian discomfort.
Aids in cases of profuse leucorrhea with pain and irritation in the pelvic organs.
Skin Conditions & Eruptive Disorders
Helpful in eczematous eruptions with intense itching, burning, vesication, and roughness; skin may feel cracked or leathery.
Supportive in poison-oak-like dermatitis, especially around knees and inguinal areas; helps reduce swelling in lymphatic glands.
Back & Musculoskeletal Ailments
Aids in treating back pain that radiates to the legs, with a sensation of internal heat from the sacrum to scapulae.
Helps relieve muscular stiffness and pain in the knees and limbs; useful in postural lameness and trembling.
Respiratory & Throat Irritation
Supportive in raw posterior nares with thick yellow discharge and frequent sneezing; sore trachea with a sense of constriction.
Helps in painful swallowing with stitching sensations in the throat.
XEROPHYLLUM  - DL
Xerophyllum",2392,
YOHIMBINUM,https://sblglobal.com/product/yohimbinum-2766,"Fever
Extreme heat followed by sudden chills, along with a tendency to sweat excessively.
Head
Restless with sudden hot feelings in the face. Tasting a metallic flavor in the mouth. Producing excess saliva. Feeling nauseous and eructation.
Hemorrhoids
Effective for piles that bleed during bowel movements.
Sleep
Helps in trouble of sleeping. Thoughts about past events keep them awake.
Sexual Health
Helpful for erectile dysfunction. Feeling unable to perform due to stress. Impotence.
Urinary Tract Inflammation
Helps with urethritis, an inflammation of the urethra, the tube that carries urine from the bladder out of the body
No description available.
Yohimbinum",666,
YUCCA FILAMENTOSA,https://sblglobal.com/product/yucca-filamentosa-2767,"Mental Complaints:
Helps in alleviating despondency irritability and indecision, supports improving focus and mental clarity.
Aids in reducing severe pain and dull head sensations, manages memory retention and comprehension during conversations.
Head & Face:
Headaches with a sensation as if the top of the head would fly off and throbbing in the arteries of the forehead.
Red nose and yellowish discoloration of the skin are typical, especially with a yellow tongue that takes the imprint of the teeth.
Mouth & Throat:
Taste of rotten eggs, commonly experienced in the mouth, is a distinctive symptom.
A sensation as if something is hanging from the posterior nares, difficult to clear or swallow, is another key indication for this
medicine
.
Abdomen & Digestion:
Deep pain in the right side over the liver, which radiates through to the back, is a hallmark symptom.
Stool appears yellowish-brown, often with an associated bile-like appearance, indicating digestive or liver issues.
Male Health:
Burning and swelling of the prepuce, with redness of the meatus, and symptoms related to gonorrhea.
Skin:
Erythematous redness on the skin, often as a result of inflammation, is commonly seen in cases where Yucca filamentosa is indicated.
YUCCA FILAMENTOSA - DL
Yucca filamentosa",1277,
ZINCUM ACETICUM,https://sblglobal.com/product/zincum-aceticum-2768,"Mental & Emotional Health:
Helps in anxiety, causing individuals to be quiet and withdrawn, with a desire to be left alone.
Aids in emotional withdrawal, leading to silence and a sense that the person will get better on their own.
Head & Face:
Supports in throbbing headaches, especially in the forehead and temples, with a sensation that the brain is sore and under pressure.
Pale face and anxious appearance, with a dull, painful sensation in the forehead.
Mouth & Throat:
Helps in tearing pain in the teeth, particularly when touched, with a burning feeling in the mouth and a bitter taste.
Aids in tightness in the throat, with a sensation that the tongue is too short.
Stomach & Abdomen:
Nausea, followed by sharp, needle-like stitches in the throat and vomiting of bitter, sour mucus.
Supports in griping abdominal pain, particularly when lying down, and an empty, hungry sensation after eating.
Gastrointestinal Issues:
Aids in diarrhea, especially with black stools after meals.
Helps in pasty stools after urging to stool, particularly at night.
Urinary System:
Helps in burning sensation in the urethra and an increased desire to urinate, with frequent irritation.
Aids in watery urine, with frequent and uncomfortable urination.
Musculoskeletal System:
Weakness and pain in the arms, particularly at night and from external irritation.
Helps with pain in the thighs and calves, especially while walking in open air.
Skin:
Supports in papular eruptions, especially filled with pus on the forehead and neck, and those that discharge pus and blood.
Aids in erysipelas, especially in older individuals with red, itchy eruptions around the knees.
Sleep & Fever:
Helps with daytime sleepiness and frequent yawning.
Aids in managing shaking chills, burning heat in the face, and night sweats.
ZINCUM ACETICUM - DL
Zincum aceticum",1833,
ZINCUM BROMATUM,https://sblglobal.com/product/zincum-bromatum-2769,"Nervous System & Teething:
Helps in teething children, especially those who experience intense pain in the head and face, with symptoms that result in stupor alternating with wakefulness.
Aids in managing neuralgic pains that are particularly bothersome during the teething process, providing relief from the distress caused by such pains.
Movement Disorders & Chorea:
Supports in managing chorea, or involuntary movements, which may be accompanied by nervous disturbances.
Conditions like hydrocephalus, where neurological symptoms may interfere with normal brain function and movement.
ZINCUM BROMATUM - DL
Zincum bromatum",624,
ZINCUM CARBONICUM,https://sblglobal.com/product/zincum-carbonicum-2770,"Mind & Mental Function:
Helps in cases of absent-mindedness, and lack of mental focus.
Aids in increased mental sensitivity, where patients are overly reactive or mentally overstimulated.
Throat & Mucous Membranes:
Manages dark red discolouration of the throat, which may indicate underlying inflammation or irritation.
Supports in managing throat sensitivity, especially when associated with nervous or systemic complaints.
ZINCUM CARBONICUM - DL
Zincum carbonicum",465,
